id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
323,Film,4,"[{'object': 'Justin_Whalin', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'San_Francisco', 'property': 'birthPlace', 'subject': 'Justin_Whalin'}, {'object': 'Michael_Rooker', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': '1955-04-06', 'property': 'birthDate', 'subject': 'Michael_Rooker'}]","['Super Capers stars the actors Justin Whalin and Michael Rooker. Whalin was born in San Francisco and while the birth location of Rooker is unknown, he was born on April 6th, 1955.', 'Justin Whalin, born in San Francisco, stars in Super Capers. Michael Rooker, born on 4/6/1955, also has a role in the movie.', 'Super Capers is a film starring the actors Justin Whalin and Michael Rooker. While Whalin was born in San Francisco, Rooker was born on the date of April 6th, 1965.']","Justin Whalin stars in the movie Super Capers. He was born in San Francisco. Michael Rooker also stars in Super Capers and he was born on April 6, 1955.",0.30115284216067256,0.5033774041612415,1.535261631011963
324,Film,5,"[{'object': '89.0', 'property': 'runtime', 'subject': 'English_Without_Tears'}, {'object': 'Nicholas_Brodszky', 'property': 'musicComposer', 'subject': 'English_Without_Tears'}, {'object': '1944-07-28', 'property': 'releaseDate', 'subject': 'English_Without_Tears'}, {'object': 'Harold_French', 'property': 'director', 'subject': 'English_Without_Tears'}, {'object': 'Anatole_de_Grunwald', 'property': 'producer', 'subject': 'English_Without_Tears'}]","['Released on 28th July 1944 the 89 minutes long film, ""English Without Tears, "" was directed by Harold French, produced by Anatole de Grunwald, while the songs in the film were composed by Nicholas Brodszky.', 'The movie English Without Tears was released on July 28, 1944. Nicholas Brodszky composed the music, while Harold French directed and Anatole de Grunwald produced the 89 minute film.', 'The 89 minute film English Without Tears, released on 1944-07-28, was directed by Harold French and produced by Anatole de Grunwald. Nicholas Brodszky composed the music for English Without Tears.']","""English Without Tears"" is a film with a runtime of 89.0 minutes. It was released on July 28, 1944. The music composer for the film is Nicholas Brodszky. The film was directed by Harold French and produced by Anatole de Grunwald.",0.4033797801017432,0.6387849888079562,1.9406325817108157
325,Monument,4,"[{'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'hasToItsSoutheast', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': '""United States""', 'property': 'country', 'subject': '11th_Mississippi_Infantry_Monument'}]","[""The 11th Mississippi Infantry Monument's location, which falls under the category of Contributing property, is Adams County, Pennsylvania in the USA. To the southeast of Adams County, Pennsylvania lies Carroll County, Maryland."", 'Adams County, Pennsylvania, USA has Carroll County, Maryland to its southeast and is the location of the 11th Mississippi Infantry Monument which is categorized as a Contributing Property.', 'Carroll County Maryland is southeast of Adams County Pennsylvania, USA where the The 11th Mississippi Infantry Monument is situated. The 11th Mississippi Infantry Monument is categorised as a contributing property.']","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. Adams County, Pennsylvania is situated to the southeast of Carroll County, Maryland. The 11th Mississippi Infantry Monument is categorized as a contributing property. The monument is located in the United States.",0.42581928730017204,0.6479126933672388,1.742081642150879
326,Film,1,"[{'object': '1977-01-01', 'property': 'deathYear', 'subject': 'Terence_Rattigan'}]","['Terence Rattigan died in 1977.', 'The death year of Terence Rattigan is 1977.']","Terence Rattigan died on January 1, 1977.",0.22772101321113858,0.7211538461538461,0.8177838325500488
327,Building,3,"[{'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Virginia', 'property': 'location', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","[""The Mason School of Business is located in Alan B. Miller Hall on the College of William and Mary's campus in Virginia."", 'The Mason School of Business are the current tenants of Alan B Miller Hall, located in Virginia and owned by the College of William and Mary.']",Alan B. Miller Hall is the current tenant of Mason School of Business. It is located in Virginia and is owned by the College of William & Mary.,0.4280674425361325,0.7156488549618321,1.4193670749664309
328,Film,2,"[{'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Ted_Willis', 'property': 'writer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","['Ted Willis wrote “It’s great to be young” a 1956 film starring Cecil Parker.', ""Cecil Parker had a main role in It's Great to Be Young, which was written in 1956 by Ted Willis."", ""Cecil Parker starred in the 1956 movie It's Great to Be Young written by Ted Willis.""]","Cecil Parker stars in the film ""It's Great to Be Young"" (1956). Ted Willis is one of the writers of the film.",0.10923922468748798,0.518369775397888,1.1385846138000488
329,Airport,5,"[{'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': 'MK44', 'property': 'postalCode', 'subject': 'Thurleigh'}, {'object': 'MotorSport_Vision', 'property': 'operatingOrganisation', 'subject': 'Bedford_Aerodrome'}, {'object': 'Peter_Ogden', 'property': 'foundedBy', 'subject': 'MotorSport_Vision'}]","[""The Bedford Aerodrome is located in Thurleigh, postal code MK44, and is operated by MotorSport Vision, founded by Peter Ogden. Bedford Aerodrome's International Civil Aviation Organization (ICAO) identifier is EGBF."", 'The location of Bedford Aerodrome is Thurleigh, postal code MK44 and the aerodrome is operated by MotorSport Vision which was founded by Peter Ogden. The ICAO location identifier for the Bedford Aerodrome is EGBF.', 'The location of Bedford Aerodrome is Thurleigh, postal code MK44, and the ICAO location identifier for the aerodrome is EGBF. The operator of the aerodrome is MotorSport Vision which was founded by Peter Ogden.']","Bedford Aerodrome is located in Thurleigh, with the postal code MK44. It is operated by MotorSport Vision and was founded by Peter Ogden. The ICAO location identifier for Bedford Aerodrome is EGBF.",0.6357633770595823,0.7869482852312524,1.738403081893921
330,Artist,2,"[{'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '173.46', 'property': 'areaTotal', 'subject': 'Karlsruhe'}]","['Liselotte Grschebina was born in Karlsruhe, which has a total area of 173.46 square kilometres.', 'Liselotte Grschebina was born in Karlsruhe, which has a total area of 173.46.', 'Liselotte Grschebina was born in Karlsruhe, with a total area of |is 173.46.']",Liselotte Grschebina was born in Karlsruhe. Karlsruhe has a total area of 173.46.,0.6703420896351792,0.8436109345200256,1.1185963153839111
331,Astronaut,5,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': '1963', 'property': 'servedAsChiefOfTheAstronautOfficeIn', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Distinguished_Service_Medal_(United_States_Navy)', 'property': 'award', 'subject': 'Alan_Shepard'}]","['Alan Shepard was born on November 18th, 1923 in New Hampshire and later died in California. Shepard was the Chief of the Astronaut Office in 1963 and was awarded the Distinguished Service Medal by the United States Navy.', 'Alan Shepard was born in New Hampshire on November 18, 1923 and he served as Chief of the Astronaut Office in 1963. He was awarded the Distinguished Service Medal by the United States Navy and died in California.', 'Alan Shepard was born in New Hampshire, was the Chief of the Astronaut Office in 1963, was awarded the Distinguished Service Medal in the United States Navy and died in California.']","Alan Shepard was born on November 18, 1923 in New Hampshire. He served as the Chief of the Astronaut Office in 1963. He received the Distinguished Service Medal (United States Navy) as an award. He passed away in California.",0.48410017303688724,0.7199821926525573,1.8503119945526123
332,Film,6,"[{'object': '89.0', 'property': 'runtime', 'subject': 'English_Without_Tears'}, {'object': 'Nicholas_Brodszky', 'property': 'musicComposer', 'subject': 'English_Without_Tears'}, {'object': '1944-07-28', 'property': 'releaseDate', 'subject': 'English_Without_Tears'}, {'object': 'Harold_French', 'property': 'director', 'subject': 'English_Without_Tears'}, {'object': 'Alan_Jaggs', 'property': 'editing', 'subject': 'English_Without_Tears'}, {'object': 'Anatole_de_Grunwald', 'property': 'writer', 'subject': 'English_Without_Tears'}]","['English Without Tears is an 89-minute film that was released on July 28th, 1944. It was written by Anatole de Grunwald and directed by Harold French. Nicholas Brodszky was the music composer while Alan Jaggs was the film editor.', 'Anatole de Grunwald wrote the 89 minute movie English Without Tears which was directed by Harold French and edited by Alan Jaggs. The movie had Nicholas Brodszky as its music composer and was released on July 28, 1944.', 'The movie English Without Tears, released in 1944, was directed by Harold French and edited by Alan Jaggs. It was written by Anatole de Grunwald and has a total running time of 89 minutes. Its music was composed by Nicholas Brodszky.']","""English Without Tears"" is a film with a runtime of 89.0 minutes. It was released on July 28, 1944. The music composer for the film is Nicholas Brodszky. The director is Harold French. The film was edited by Alan Jaggs. Anatole de Grunwald is the writer of ""English Without Tears"".",0.22030606385754206,0.5156856130882105,2.5593323707580566
333,Astronaut,5,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '""1998-07-21""', 'property': 'deathDate', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}]","['Alan Shepard was born and died in the United States. His 1923 birthplace was New Hampshire and the place of his 1998 death was California.', 'Alan Shepard was born on November 18, 1923 in New Hampshire and died on July 21st, 1998 in California. Alan Shepard’s nationality is the United States.', 'Alan Shepard is an American that was born on November 18, 1923 in New Hampshire and later died in California on July 21, 1998.']","Alan Shepard was born on November 18, 1923 in New Hampshire, United States. He passed away on July 21, 1998 in California.",0.5140873715205898,0.6901041666666667,1.223924160003662
334,University,2,"[{'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}, {'object': 'France', 'property': 'country', 'subject': 'Dijon'}]","['The University of Burgundy campus is located in Dijon, France.', 'The University of Burgundy has its campus in Dijon, France.', 'The campus of the University of Burgundy is located in Dijon, France.']","The University of Burgundy is located in Dijon, which is in France.",0.6315552371794037,0.7516339869281047,0.9230566024780272
335,MusicalWork,3,"[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'producer', 'subject': 'Expect_a_Miracle'}, {'object': '54.56', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Pools_of_Light_(Brian_Kelly_album)', 'property': 'precededBy', 'subject': 'Expect_a_Miracle'}]","['""Expect a Miracle"", with a total runtime of 54:56, and in which was preceded by the album, ""Pools of Light"", were both productions by the work of Brian Kelly.', 'The 54.56 minutes Brian Kelly album Expect a miracle was preceded by the album Pools of Light.', 'Expect a Miracle was produced by Brian Kelly and runs for 54:56 minutes. It is preceded by the album Pools of Light, also by Brian Kelly.']","""Expect a Miracle"" is produced by Brian Kelly, who is a composer and pianist. The runtime of ""Expect a Miracle"" is 54.56 minutes. The album ""Pools of Light"" by Brian Kelly precedes ""Expect a Miracle"".",0.1014285437856971,0.39574468085106385,1.934625625610352
336,WrittenWork,1,"[{'object': 'The_Silmarillion', 'property': 'notableWork', 'subject': 'J._R._R._Tolkien'}]","[""The Silmarillion is one of J.R.R. Tolkien's notable works."", 'A notable piece of work authored by J.R.R. Tolkien is The Silmarillion.', 'The Silmarillion is a famous work of J.R.R. Tolkien.']",J. R. R. Tolkien's notable work is The Silmarillion.,0.23356898886410005,0.3811965811965813,0.8176112174987793
337,Scientist,4,"[{'object': 'General_relativity', 'property': 'professionalField', 'subject': 'Brandon_Carter'}, {'object': 'Carter_constant', 'property': 'knownFor', 'subject': 'Brandon_Carter'}, {'object': 'No-hair_theorem', 'property': 'knownFor', 'subject': 'Brandon_Carter'}, {'object': 'England', 'property': 'birthPlace', 'subject': 'Brandon_Carter'}]","['Brandon Carter (born in England) works in the field of general relativity and is best known for the Carter constant and the No-hair theorem.', 'Englishman Brandon Carter, well-known for his contributions to the no-hair theorem and the Carter Constant, has established himself as a professional in the field of General Relativity.', 'Brandon Carter, who was born in England, was a physicist working in the domain of general relativity. He is known as the inventor of the Carter constant and for proving the No-hair theorem.']",Brandon Carter is known for his work in the field of General relativity. He is known for the Carter constant and the No-hair theorem. He was born in England.,0.5472597898458955,0.7561196223641813,1.4192700386047363
